bedroomcnt,bathroomcnt,calculatedfinishedsquarefeet,taxvaluedollarcnt,yearbuilt,fips,county
4,3.0,2501,1530861,1961.0,6059,Orange County
3,2.0,1920,529066,1978.0,6037,Los Angeles County
3,2.0,1287,312768,1980.0,6111,Ventura County
3,1.0,986,178309,1954.0,6037,Los Angeles County
4,2.5,1970,462365,1966.0,6059,Orange County
3,2.0,1177,410538,1973.0,6037,Los Angeles County
3,2.0,2328,123676,1947.0,6037,Los Angeles County
3,2.0,1647,1092488,1958.0,6059,Orange County
3,2.0,1713,498684,1963.0,6111,Ventura County
3,2.0,1713,498684,1963.0,6111,Ventura County
3,1.0,1236,205916,1956.0,6037,Los Angeles County
3,1.0,1083,82726,1954.0,6037,Los Angeles County
2,2.0,1529,605787,1985.0,6059,Orange County
3,2.5,1816,779473,1962.0,6059,Orange County
2,2.5,2069,380995,1984.0,6059,Orange County
3,2.0,1708,792182,1927.0,6037,Los Angeles County
3,1.0,1038,604716,1956.0,6037,Los Angeles County
4,3.5,3010,1086932,1986.0,6111,Ventura County
4,2.5,2885,586849,1990.0,6059,Orange County
3,2.0,1754,482000,1980.0,6111,Ventura County
3,2.0,1525,515730,1937.0,6037,Los Angeles County
4,1.0,1703,101642,1944.0,6037,Los Angeles County
4,2.0,2288,595242,1976.0,6059,Orange County
3,3.0,1555,440444,1987.0,6059,Orange County
4,3.0,2583,315746,1993.0,6059,Orange County
3,2.0,1703,388103,1980.0,6059,Orange County
4,4.0,2280,1204898,2007.0,6037,Los Angeles County
6,5.5,3911,1209000,1974.0,6059,Orange County
4,3.0,1971,207105,1990.0,6037,Los Angeles County
3,3.0,2849,487481,1992.0,6059,Orange County
4,2.0,1288,540464,1963.0,6059,Orange County
4,2.0,1396,413953,1955.0,6037,Los Angeles County
3,2.0,1109,411257,1956.0,6059,Orange County
4,2.0,1970,466855,1963.0,6037,Los Angeles County
1,1.0,816,225109,1947.0,6059,Orange County
2,1.0,1161,187433,1939.0,6037,Los Angeles County
2,2.0,1256,345678,1954.0,6059,Orange County
3,1.0,1151,508507,1952.0,6037,Los Angeles County
3,3.0,2191,1346193,1955.0,6037,Los Angeles County
4,2.0,1403,198000,1982.0,6037,Los Angeles County
5,5.0,3378,601323,1991.0,6037,Los Angeles County
2,1.0,1152,304574,1920.0,6037,Los Angeles County
3,2.0,1945,179802,2005.0,6037,Los Angeles County
3,2.0,1188,415993,1951.0,6059,Orange County
2,2.0,945,292207,1947.0,6037,Los Angeles County
5,4.5,4339,1225000,2007.0,6059,Orange County
2,1.0,1902,435024,1925.0,6037,Los Angeles County
4,2.0,1656,2040582,1936.0,6059,Orange County
3,1.5,1376,54779,1962.0,6111,Ventura County
4,2.0,1249,68964,1973.0,6111,Ventura County
4,4.5,4689,2023975,2005.0,6059,Orange County
2,1.0,948,161665,1930.0,6037,Los Angeles County
3,2.0,1437,336548,1973.0,6059,Orange County
3,2.0,1317,474325,1986.0,6059,Orange County
4,2.5,3589,147756,1956.0,6059,Orange County
1,1.0,703,205033,1921.0,6037,Los Angeles County
4,2.0,1748,497056,1959.0,6059,Orange County
3,2.0,2306,486700,1956.0,6059,Orange County
3,2.0,1507,481522,1956.0,6059,Orange County
2,1.0,632,132167,1949.0,6037,Los Angeles County
3,2.0,1737,231535,1955.0,6037,Los Angeles County
2,1.0,1021,311029,1918.0,6059,Orange County
5,4.0,3913,1665000,1960.0,6037,Los Angeles County
2,2.0,1217,66319,1953.0,6037,Los Angeles County
3,2.0,1461,82580,1953.0,6037,Los Angeles County
3,2.5,2254,644683,1999.0,6059,Orange County
3,2.0,1433,93774,1964.0,6059,Orange County
3,2.0,1360,324879,1964.0,6037,Los Angeles County
3,2.0,1240,49237,1957.0,6037,Los Angeles County
6,5.0,3712,701662,1985.0,6037,Los Angeles County
3,2.0,1938,631674,1958.0,6037,Los Angeles County
4,3.0,2510,393795,1977.0,6059,Orange County
4,2.0,1725,271496,1976.0,6059,Orange County
4,3.0,2967,584420,1954.0,6059,Orange County
3,1.0,1485,155552,1945.0,6037,Los Angeles County
2,2.5,1522,381640,1981.0,6059,Orange County
4,3.0,1841,493506,1965.0,6037,Los Angeles County
2,2.0,1313,1599018,1950.0,6059,Orange County
3,2.0,1202,216365,1925.0,6037,Los Angeles County
4,2.0,2344,249519,1927.0,6037,Los Angeles County
2,2.0,1032,281023,1962.0,6059,Orange County
3,1.0,1168,49869,1949.0,6037,Los Angeles County
4,2.5,2894,731000,1967.0,6059,Orange County
4,2.5,1913,262407,1984.0,6111,Ventura County
3,2.0,1421,724770,1971.0,6059,Orange County
2,2.0,1000,133832,1992.0,6037,Los Angeles County
4,3.0,2000,114692,1960.0,6037,Los Angeles County
3,2.5,3935,1378197,2003.0,6059,Orange County
4,2.0,1844,449554,1976.0,6059,Orange County
4,6.0,5670,1331238,1977.0,6037,Los Angeles County
1,1.0,528,249582,1922.0,6037,Los Angeles County
2,1.0,1678,254799,1924.0,6037,Los Angeles County
4,4.0,2441,817803,1959.0,6037,Los Angeles County
3,2.5,1801,605000,1987.0,6111,Ventura County
3,3.0,2663,1527897,1996.0,6059,Orange County
3,2.0,1528,178762,1963.0,6037,Los Angeles County
3,2.0,1579,514000,1974.0,6111,Ventura County
4,2.5,2978,842005,1986.0,6059,Orange County
3,2.0,1106,743766,1955.0,6037,Los Angeles County
4,2.5,2071,372558,1972.0,6059,Orange County
3,2.0,1556,92118,1941.0,6037,Los Angeles County
3,1.0,1318,501582,1950.0,6037,Los Angeles County
4,3.0,2574,911000,1968.0,6059,Orange County
2,1.0,855,350261,1978.0,6111,Ventura County
3,2.0,1447,707358,1947.0,6037,Los Angeles County
3,2.0,2182,647000,1969.0,6037,Los Angeles County
3,2.0,2631,875827,1948.0,6037,Los Angeles County
3,2.0,1316,327671,1967.0,6037,Los Angeles County
2,1.0,1372,337219,1953.0,6037,Los Angeles County
2,2.0,1152,622100,1936.0,6037,Los Angeles County
4,2.0,1753,307825,1962.0,6059,Orange County
1,1.0,824,324879,1922.0,6037,Los Angeles County
2,1.0,840,345185,1950.0,6037,Los Angeles County
3,2.0,1462,144910,1956.0,6037,Los Angeles County
3,2.0,2299,749000,1979.0,6059,Orange County
3,2.0,1930,1976265,1969.0,6059,Orange County
3,2.0,1358,350141,1956.0,6037,Los Angeles County
5,4.0,3631,1949849,1976.0,6037,Los Angeles County
4,2.0,1362,405843,1956.0,6037,Los Angeles County
3,2.0,1440,374481,1947.0,6037,Los Angeles County
3,2.5,2084,548000,2007.0,6059,Orange County
4,2.0,1344,310659,1942.0,6037,Los Angeles County
3,2.0,1332,510435,1964.0,6037,Los Angeles County
3,2.0,1152,64478,1968.0,6037,Los Angeles County
3,2.0,2202,1015249,1955.0,6037,Los Angeles County
4,2.0,1388,172748,1956.0,6037,Los Angeles County
3,1.0,1454,195715,1953.0,6037,Los Angeles County
4,3.0,1942,244385,1993.0,6037,Los Angeles County
4,3.0,2628,493673,1971.0,6059,Orange County
5,3.0,2546,1053853,1928.0,6037,Los Angeles County
3,2.0,2201,974032,1922.0,6037,Los Angeles County
4,2.0,1637,327570,1973.0,6037,Los Angeles County
3,2.0,1232,434919,1962.0,6059,Orange County
3,2.0,1499,80915,1957.0,6059,Orange County
3,2.0,1801,862962,1965.0,6059,Orange County
3,2.0,1653,118013,1972.0,6037,Los Angeles County
2,1.0,662,258888,1930.0,6037,Los Angeles County
2,1.0,1104,94339,1905.0,6037,Los Angeles County
4,2.0,1383,169112,1961.0,6037,Los Angeles County
4,3.0,3454,647428,1982.0,6111,Ventura County
3,1.0,1086,87227,1952.0,6037,Los Angeles County
3,2.0,1272,72932,1962.0,6059,Orange County
3,1.0,1242,156460,1953.0,6037,Los Angeles County
3,2.5,1839,681000,2010.0,6059,Orange County
2,1.5,1410,662000,1940.0,6111,Ventura County
3,2.5,2200,930744,2009.0,6059,Orange County
3,2.0,1347,413177,1969.0,6037,Los Angeles County
3,2.0,2008,934030,1976.0,6059,Orange County
4,2.0,2358,1326298,1929.0,6037,Los Angeles County
4,2.0,1370,519000,1955.0,6059,Orange County
4,2.0,1333,226360,1959.0,6059,Orange County
3,2.0,1302,408341,1974.0,6037,Los Angeles County
3,2.5,1560,334417,1972.0,6059,Orange County
4,2.0,1570,76788,1958.0,6037,Los Angeles County
2,2.0,1667,618528,1936.0,6037,Los Angeles County
1,1.0,1088,160683,1936.0,6037,Los Angeles County
3,4.0,1811,858193,2013.0,6037,Los Angeles County
4,4.0,3322,1158680,2009.0,6059,Orange County
4,3.0,2517,1246727,2001.0,6059,Orange County
4,3.0,2763,477569,1998.0,6111,Ventura County
5,4.5,3531,728164,2000.0,6059,Orange County
3,2.0,1455,291336,1956.0,6037,Los Angeles County
2,1.0,1496,799001,1910.0,6037,Los Angeles County
2,1.0,1278,573615,1926.0,6037,Los Angeles County
4,2.0,1222,76986,1945.0,6037,Los Angeles County
4,2.0,1718,263011,1954.0,6037,Los Angeles County
6,5.0,3628,734078,1925.0,6037,Los Angeles County
2,1.5,1154,67240,1965.0,6059,Orange County
5,3.0,2963,1095155,1980.0,6059,Orange County
2,3.0,2260,249000,1930.0,6037,Los Angeles County
2,2.0,1331,289948,1957.0,6059,Orange County
5,3.0,1532,203611,1952.0,6037,Los Angeles County
3,2.0,1581,73663,1958.0,6037,Los Angeles County
3,2.5,2870,688321,1980.0,6059,Orange County
2,2.0,1370,62288,1957.0,6037,Los Angeles County
3,2.0,1242,76517,1954.0,6037,Los Angeles County
3,2.0,1439,82585,1957.0,6037,Los Angeles County
2,1.0,1161,550725,1938.0,6037,Los Angeles County
3,3.0,1990,443251,1940.0,6037,Los Angeles County
3,3.0,2839,1014233,1982.0,6111,Ventura County
4,3.0,2485,417873,1964.0,6037,Los Angeles County
3,2.0,1266,70394,1951.0,6037,Los Angeles County
2,1.0,920,299498,1946.0,6037,Los Angeles County
3,2.0,1657,622000,1961.0,6037,Los Angeles County
4,3.0,2330,366067,1993.0,6111,Ventura County
2,2.0,1332,174988,1951.0,6037,Los Angeles County
2,2.5,1838,86041,1953.0,6059,Orange County
6,4.0,3871,1305385,1971.0,6037,Los Angeles County
3,2.0,1276,48401,1960.0,6037,Los Angeles County
4,2.5,2602,779712,1977.0,6059,Orange County
4,3.0,2985,1089000,1962.0,6037,Los Angeles County
4,3.0,2449,285261,1989.0,6037,Los Angeles County
3,3.0,3197,827952,1950.0,6037,Los Angeles County
3,1.0,928,88750,1925.0,6037,Los Angeles County
2,3.0,1925,100603,1955.0,6037,Los Angeles County
3,3.0,1857,308026,1984.0,6037,Los Angeles County
3,2.0,1782,640000,1977.0,6059,Orange County
4,2.0,1432,344093,1905.0,6037,Los Angeles County
4,3.0,3422,577000,2007.0,6037,Los Angeles County
4,3.0,2222,799000,2001.0,6059,Orange County
3,2.0,1262,342236,1972.0,6059,Orange County
2,2.0,1564,336827,1938.0,6037,Los Angeles County
4,2.5,2334,86215,1971.0,6059,Orange County
4,3.0,2431,860000,1977.0,6059,Orange County
3,3.0,2106,109867,1968.0,6059,Orange County
5,3.0,2770,727000,2003.0,6037,Los Angeles County
5,3.0,2561,530168,1972.0,6111,Ventura County
4,3.0,2187,97287,1971.0,6037,Los Angeles County
5,3.0,2848,490717,2002.0,6037,Los Angeles County
3,1.0,1066,74798,1925.0,6037,Los Angeles County
3,3.0,1512,224499,1987.0,6037,Los Angeles County
4,2.0,2102,294645,1976.0,6037,Los Angeles County
5,4.0,4161,815976,1986.0,6037,Los Angeles County
4,3.0,3062,972904,2000.0,6111,Ventura County
3,2.0,1659,486000,1960.0,6037,Los Angeles County
3,2.0,1582,307763,1954.0,6037,Los Angeles County
3,2.0,1261,435000,1951.0,6037,Los Angeles County
4,3.5,2263,974900,2014.0,6059,Orange County
3,2.0,1342,359832,1956.0,6059,Orange County
3,2.0,1450,419642,1973.0,6059,Orange County
2,1.0,765,77111,1928.0,6037,Los Angeles County
4,3.0,2658,1052130,1963.0,6037,Los Angeles County
4,2.0,1691,67857,1956.0,6059,Orange County
4,3.0,3134,640021,1979.0,6059,Orange County
3,1.0,1568,409239,1952.0,6037,Los Angeles County
5,3.0,3822,685468,1964.0,6111,Ventura County
4,2.5,2642,567337,1977.0,6059,Orange County
2,2.0,2313,584417,1963.0,6037,Los Angeles County
3,2.5,1631,550264,2001.0,6111,Ventura County
2,1.0,984,51521,1924.0,6037,Los Angeles County
5,4.0,3348,777256,2006.0,6059,Orange County
3,2.0,1593,166720,1956.0,6037,Los Angeles County
5,3.0,2129,523510,2002.0,6037,Los Angeles County
3,2.0,1772,636853,1957.0,6037,Los Angeles County
4,3.0,1811,254298,1965.0,6059,Orange County
3,2.0,1422,525223,1947.0,6037,Los Angeles County
4,2.0,1303,353533,1962.0,6111,Ventura County
3,1.5,1280,270564,1972.0,6059,Orange County
5,4.0,3681,358680,2007.0,6037,Los Angeles County
4,2.0,1192,268439,1954.0,6037,Los Angeles County
3,2.0,1152,408344,1951.0,6037,Los Angeles County
3,1.0,1011,158115,1953.0,6059,Orange County
3,1.0,1176,447757,1947.0,6037,Los Angeles County
3,2.0,1597,648562,1961.0,6059,Orange County
4,2.0,1697,71920,1970.0,6059,Orange County
3,2.0,2283,2392540,1927.0,6037,Los Angeles County
3,2.0,1071,421000,1958.0,6037,Los Angeles County
2,1.0,833,250196,1961.0,6059,Orange County
2,2.0,1217,467000,1953.0,6037,Los Angeles County
4,2.5,1562,193702,1965.0,6059,Orange County
4,2.0,2120,603000,1964.0,6037,Los Angeles County
2,1.0,878,80704,1948.0,6037,Los Angeles County
2,2.0,1965,303776,1956.0,6037,Los Angeles County
4,3.0,2811,1149000,1959.0,6059,Orange County
4,1.0,2579,830000,1917.0,6037,Los Angeles County
5,4.0,4415,330086,2006.0,6037,Los Angeles County
4,3.0,2432,314425,1919.0,6037,Los Angeles County
4,2.0,1971,213017,1951.0,6037,Los Angeles County
4,3.5,3551,915470,1977.0,6059,Orange County
3,3.0,2811,1133000,1982.0,6111,Ventura County
3,1.0,1392,290224,1907.0,6037,Los Angeles County
4,3.0,2607,271800,2007.0,6037,Los Angeles County
3,2.0,1470,93977,1957.0,6037,Los Angeles County
4,3.0,2151,672903,1966.0,6059,Orange County
4,2.0,2606,353000,2007.0,6037,Los Angeles County
3,2.5,1426,550283,1987.0,6059,Orange County
3,1.0,1157,193793,1947.0,6037,Los Angeles County
3,2.0,1609,527065,1924.0,6037,Los Angeles County
3,1.5,1067,61194,1958.0,6059,Orange County
4,3.0,2192,297489,1968.0,6037,Los Angeles County
4,2.0,1232,47591,1961.0,6037,Los Angeles County
2,2.0,1110,229718,1987.0,6059,Orange County
5,4.5,3193,966413,2000.0,6059,Orange County
4,3.0,3022,1062000,2002.0,6059,Orange County
5,5.0,3019,189722,1959.0,6037,Los Angeles County
3,2.0,1752,213202,1989.0,6037,Los Angeles County
4,2.5,1829,597748,1994.0,6059,Orange County
2,2.0,1468,78791,1940.0,6037,Los Angeles County
2,1.0,996,331500,1938.0,6037,Los Angeles County
2,2.0,1712,337660,1913.0,6037,Los Angeles County
4,3.0,2539,402198,1968.0,6059,Orange County
2,1.5,1124,409031,1968.0,6059,Orange County
3,2.0,1526,181544,1988.0,6037,Los Angeles County
5,3.0,3000,605853,1895.0,6037,Los Angeles County
3,2.0,1693,175106,1952.0,6037,Los Angeles County
4,2.5,2077,936211,2007.0,6059,Orange County
3,3.0,1531,392583,1982.0,6037,Los Angeles County
4,2.0,1303,54574,1962.0,6111,Ventura County
3,1.0,1037,331047,1950.0,6037,Los Angeles County
2,1.0,891,397616,1949.0,6037,Los Angeles County
2,1.0,1412,298603,1957.0,6111,Ventura County
5,5.5,3481,1512722,2006.0,6059,Orange County
3,2.0,1620,351278,1950.0,6037,Los Angeles County
4,3.0,2730,432157,1993.0,6037,Los Angeles County
3,2.0,1210,54157,1963.0,6059,Orange County
3,1.0,1075,280861,1941.0,6037,Los Angeles County
4,2.0,2001,324500,2001.0,6037,Los Angeles County
3,2.0,1472,81310,1962.0,6037,Los Angeles County
2,1.0,1322,141610,1956.0,6037,Los Angeles County
3,2.0,1307,68808,1962.0,6059,Orange County
4,2.5,1859,565887,1980.0,6059,Orange County
3,2.0,1148,254648,1957.0,6037,Los Angeles County
2,1.0,854,102920,1986.0,6037,Los Angeles County
1,1.0,745,78000,1942.0,6037,Los Angeles County
5,3.0,2289,540200,1971.0,6037,Los Angeles County
4,2.0,1784,695000,1971.0,6059,Orange County
3,2.0,1281,457000,1954.0,6037,Los Angeles County
4,2.5,1624,698057,1967.0,6059,Orange County
3,2.0,1880,302000,2003.0,6037,Los Angeles County
4,2.5,3419,860270,2001.0,6111,Ventura County
3,2.5,1745,467971,1992.0,6059,Orange County
2,1.0,1209,47789,1938.0,6037,Los Angeles County
3,1.0,777,196750,1956.0,6037,Los Angeles County
4,3.0,3313,620400,2005.0,6037,Los Angeles County
4,2.5,2719,633212,1999.0,6059,Orange County
4,3.5,3472,612977,1993.0,6111,Ventura County
3,2.0,1118,214452,1960.0,6037,Los Angeles County
4,3.0,2562,1630022,1965.0,6059,Orange County
3,3.0,1717,1603569,1922.0,6037,Los Angeles County
2,1.0,1177,417267,1910.0,6037,Los Angeles County
4,2.5,2199,474046,1989.0,6111,Ventura County
4,3.0,2436,150304,1968.0,6037,Los Angeles County
4,3.0,2319,572790,1961.0,6037,Los Angeles County
3,2.0,1296,150151,1963.0,6037,Los Angeles County
3,1.0,980,401023,1951.0,6037,Los Angeles County
4,1.0,2302,170606,1951.0,6037,Los Angeles County
4,2.0,1782,267010,2014.0,6037,Los Angeles County
3,4.5,5945,2057552,2005.0,6059,Orange County
3,1.0,988,239881,1956.0,6111,Ventura County
4,2.0,2154,160825,1964.0,6037,Los Angeles County
3,2.0,1200,49605,1953.0,6111,Ventura County
3,2.0,1697,219000,2007.0,6037,Los Angeles County
3,2.0,1479,373429,1958.0,6037,Los Angeles County
2,1.0,832,395000,1925.0,6037,Los Angeles County
3,1.0,1400,374072,1949.0,6037,Los Angeles County
5,3.5,3234,418817,1990.0,6059,Orange County
4,3.0,2565,140665,1975.0,6037,Los Angeles County
3,2.0,1680,195294,1926.0,6037,Los Angeles County
3,3.0,1834,467008,2010.0,6037,Los Angeles County
3,2.0,1607,275493,1927.0,6037,Los Angeles County
3,1.0,1216,337304,1951.0,6037,Los Angeles County
3,2.0,1384,159037,1954.0,6037,Los Angeles County
5,2.0,2168,426404,1966.0,6037,Los Angeles County
3,3.0,2523,257847,2004.0,6037,Los Angeles County
1,1.0,690,145018,1910.0,6037,Los Angeles County
4,2.5,1824,215311,1969.0,6059,Orange County
4,2.0,1324,175748,1951.0,6037,Los Angeles County
4,3.0,3279,702858,1996.0,6037,Los Angeles County
3,2.5,1602,478640,1989.0,6059,Orange County
3,1.0,1492,288271,1921.0,6059,Orange County
4,3.0,2205,733806,1968.0,6037,Los Angeles County
2,4.0,2793,328514,2006.0,6037,Los Angeles County
3,5.0,3051,661980,1963.0,6037,Los Angeles County
3,1.0,888,233427,1950.0,6037,Los Angeles County
3,2.0,1427,81706,1959.0,6059,Orange County
3,1.0,1726,130263,1923.0,6037,Los Angeles County
2,1.0,950,183604,1937.0,6037,Los Angeles County
3,1.0,1206,147033,1948.0,6037,Los Angeles County
4,4.0,2559,1054982,2014.0,6059,Orange County
4,3.0,1874,168334,1962.0,6037,Los Angeles County
5,4.0,3712,2413865,2004.0,6037,Los Angeles County
3,2.0,1528,928953,1951.0,6037,Los Angeles County
3,2.0,1273,692407,1983.0,6059,Orange County
5,2.0,1992,533359,1920.0,6037,Los Angeles County
3,1.0,1460,789864,1955.0,6037,Los Angeles County
5,4.0,4196,305534,1931.0,6037,Los Angeles County
2,1.0,749,504578,1924.0,6037,Los Angeles County
3,2.0,946,74456,1967.0,6111,Ventura County
4,3.0,2358,225708,2006.0,6037,Los Angeles County
5,4.5,4651,1583790,1994.0,6059,Orange County
3,1.0,920,364474,1961.0,6037,Los Angeles County
3,3.0,1531,190362,1986.0,6037,Los Angeles County
3,3.0,1754,165629,1954.0,6037,Los Angeles County
4,4.5,3789,1158000,1999.0,6111,Ventura County
2,1.0,1200,419054,1955.0,6059,Orange County
4,2.5,2045,339550,1974.0,6059,Orange County
2,1.0,1151,327118,1937.0,6037,Los Angeles County
3,4.0,2775,209934,1963.0,6037,Los Angeles County
3,1.0,1158,85075,1947.0,6037,Los Angeles County
3,2.0,1720,655000,1967.0,6059,Orange County
5,2.0,1910,235501,1963.0,6059,Orange County
6,5.0,3950,739952,1978.0,6037,Los Angeles County
4,2.0,1360,314856,1972.0,6037,Los Angeles County
2,1.0,1318,504428,1928.0,6037,Los Angeles County
3,2.0,1232,217423,1960.0,6037,Los Angeles County
3,2.0,1549,163555,1983.0,6037,Los Angeles County
2,2.0,1362,974640,1941.0,6037,Los Angeles County
2,2.0,1530,352291,1952.0,6037,Los Angeles County
4,1.0,1335,380000,1955.0,6037,Los Angeles County
4,3.0,1645,558285,1961.0,6037,Los Angeles County
2,2.0,812,567678,1961.0,6037,Los Angeles County
3,2.0,1415,283500,1953.0,6037,Los Angeles County
4,3.0,3309,213692,1954.0,6037,Los Angeles County
3,2.0,1134,92135,1986.0,6037,Los Angeles County
4,3.0,2843,214804,2004.0,6037,Los Angeles County
3,3.0,2610,1846417,2010.0,6059,Orange County
4,2.0,1204,52771,1955.0,6059,Orange County
2,1.0,1134,49654,1950.0,6037,Los Angeles County
3,2.0,1500,245533,1978.0,6037,Los Angeles County
1,1.0,648,215254,1923.0,6037,Los Angeles County
3,2.0,1814,509296,1979.0,6111,Ventura County
4,4.0,3656,774553,1989.0,6059,Orange County
2,1.0,1168,160657,1912.0,6059,Orange County
2,2.0,1488,1030432,1900.0,6037,Los Angeles County
4,6.0,4205,2254530,2008.0,6037,Los Angeles County
3,2.0,2188,470524,1965.0,6111,Ventura County
3,2.0,1709,114011,1922.0,6037,Los Angeles County
4,2.0,1322,638000,1950.0,6037,Los Angeles County
3,2.0,1527,702158,1966.0,6059,Orange County
3,2.0,1529,245473,1976.0,6037,Los Angeles County
3,2.0,1157,65132,1962.0,6037,Los Angeles County
3,2.0,1116,326341,1952.0,6037,Los Angeles County
2,1.0,1110,384909,1950.0,6037,Los Angeles County
4,3.0,1839,123528,1938.0,6037,Los Angeles County
3,2.0,1635,390181,1960.0,6037,Los Angeles County
3,2.0,1686,64358,1956.0,6037,Los Angeles County
3,3.0,1462,605786,1948.0,6037,Los Angeles County
3,2.0,1973,771000,1963.0,6037,Los Angeles County
6,3.0,2573,118826,1953.0,6037,Los Angeles County
4,2.0,2147,466024,1956.0,6059,Orange County
2,3.0,2287,823000,1989.0,6059,Orange County
4,2.0,1204,370000,1954.0,6037,Los Angeles County
3,3.0,2013,790047,1946.0,6037,Los Angeles County
4,2.0,1672,346635,1969.0,6037,Los Angeles County
2,4.0,3274,1299520,1988.0,6059,Orange County
3,2.5,1492,56991,1964.0,6059,Orange County
2,1.0,732,241199,1949.0,6037,Los Angeles County
5,3.0,2652,789078,1965.0,6037,Los Angeles County
3,2.0,1666,530710,1965.0,6037,Los Angeles County
3,3.0,3096,573416,1956.0,6037,Los Angeles County
4,3.0,3416,335000,2002.0,6037,Los Angeles County
2,1.0,1212,335032,1950.0,6037,Los Angeles County
3,2.5,1938,595221,1992.0,6059,Orange County
3,1.0,940,383104,1938.0,6037,Los Angeles County
3,1.0,1632,568182,1936.0,6037,Los Angeles County
2,1.0,1080,412115,1912.0,6037,Los Angeles County
3,2.0,1867,687649,1947.0,6037,Los Angeles County
3,2.0,1392,213588,1955.0,6037,Los Angeles County
3,2.0,1747,86244,1945.0,6037,Los Angeles County
4,2.0,1309,264464,1955.0,6111,Ventura County
2,1.0,900,318399,1928.0,6037,Los Angeles County
3,2.0,1829,409849,1953.0,6037,Los Angeles County
2,2.0,1454,606274,1948.0,6037,Los Angeles County
4,3.0,2794,985500,1977.0,6037,Los Angeles County
3,3.0,2838,534623,2003.0,6037,Los Angeles County
4,2.5,1866,483925,1965.0,6111,Ventura County
4,2.5,1574,183870,1962.0,6111,Ventura County
4,3.0,2081,732629,1994.0,6037,Los Angeles County
3,2.5,2355,835000,2001.0,6059,Orange County
3,2.0,1327,134618,1989.0,6037,Los Angeles County
4,3.0,2594,579546,2002.0,6111,Ventura County
3,3.0,2200,134781,1954.0,6037,Los Angeles County
4,2.5,2532,483161,1979.0,6111,Ventura County
1,1.0,978,314727,1920.0,6037,Los Angeles County
3,2.0,1293,85547,1953.0,6037,Los Angeles County
2,1.0,1290,556357,1949.0,6059,Orange County
2,2.0,1608,202306,1950.0,6037,Los Angeles County
4,2.0,1697,471000,1952.0,6037,Los Angeles County
4,3.0,2183,393000,1932.0,6037,Los Angeles County
3,2.0,1616,304949,1958.0,6059,Orange County
4,2.5,2331,806000,1978.0,6059,Orange County
3,2.0,1124,263032,1955.0,6037,Los Angeles County
4,2.0,1728,419003,1975.0,6037,Los Angeles County
2,1.0,1212,261097,1939.0,6059,Orange County
3,2.0,1607,69744,1957.0,6037,Los Angeles County
4,4.0,4202,1708632,1990.0,6059,Orange County
4,3.0,2190,251752,1978.0,6111,Ventura County
3,2.0,1324,51510,1952.0,6037,Los Angeles County
2,1.0,792,212870,1923.0,6037,Los Angeles County
2,2.0,1450,1449747,1940.0,6037,Los Angeles County
3,2.0,1481,152287,1978.0,6037,Los Angeles County
3,2.0,1214,326838,1962.0,6037,Los Angeles County
3,3.0,2550,650000,2003.0,6037,Los Angeles County
4,2.0,2004,595241,1979.0,6037,Los Angeles County
3,2.0,2313,169578,1968.0,6037,Los Angeles County
2,1.0,1157,264059,1938.0,6037,Los Angeles County
3,3.0,2669,807123,1988.0,6037,Los Angeles County
2,1.0,540,88349,1922.0,6037,Los Angeles County
2,2.5,1903,552971,1979.0,6059,Orange County
3,2.0,1527,300603,1948.0,6037,Los Angeles County
2,1.0,910,236045,1942.0,6037,Los Angeles County
3,2.0,1222,474300,1953.0,6037,Los Angeles County
5,2.0,1746,71400,1951.0,6037,Los Angeles County
3,2.5,1266,384000,1980.0,6059,Orange County
3,2.0,1707,339848,1960.0,6037,Los Angeles County
3,2.0,1225,310760,1953.0,6037,Los Angeles County
4,2.0,1303,191945,1959.0,6037,Los Angeles County
5,4.0,2744,792000,1976.0,6037,Los Angeles County
3,3.0,2449,219508,1984.0,6037,Los Angeles County
3,2.0,1867,112996,1996.0,6059,Orange County
4,4.0,3433,504350,1996.0,6059,Orange County
5,2.5,1834,117444,1965.0,6059,Orange County
2,3.0,1132,506119,1950.0,6037,Los Angeles County
4,2.5,2230,661395,2001.0,6059,Orange County
3,2.0,1897,82372,1957.0,6037,Los Angeles County
3,2.5,2039,844888,1987.0,6059,Orange County
4,2.0,1589,510435,1926.0,6037,Los Angeles County
3,3.5,3004,305133,1986.0,6059,Orange County
4,3.0,2444,367520,1974.0,6037,Los Angeles County
4,3.5,3932,1147762,1990.0,6059,Orange County
3,2.0,1391,230000,1984.0,6037,Los Angeles County
3,2.0,1692,1237000,1923.0,6037,Los Angeles County
2,3.0,1934,1708516,1959.0,6037,Los Angeles County
3,3.0,2416,238583,1990.0,6037,Los Angeles County
3,2.0,1213,55908,1961.0,6059,Orange County
3,3.0,1335,71987,1960.0,6059,Orange County
4,3.0,1921,1313566,1959.0,6037,Los Angeles County
3,2.0,1545,449122,1958.0,6037,Los Angeles County
3,1.0,1219,492416,1955.0,6037,Los Angeles County
3,2.0,1686,538000,1949.0,6037,Los Angeles County
3,1.5,1099,242785,1973.0,6059,Orange County
4,3.0,1969,523979,1953.0,6037,Los Angeles County
4,3.0,2319,356434,1995.0,6037,Los Angeles County
4,2.5,2284,329305,1988.0,6111,Ventura County
4,2.0,2016,223522,1977.0,6037,Los Angeles County
4,2.0,1112,70141,1953.0,6037,Los Angeles County
